Date,Temperature_C,Humidity_Pct,Wind_Speed_kmh,Solar_Radiation_MJ,Evaporation_Loss_mm
2014-01-01,20.618101782710436,49.01428612819832,8.123957592679837,17.993292420985185,8.028693784506569
2014-01-02,15.871254182522993,47.3235229154987,7.207805082202461,18.540362888980226,6.706984716523665
2014-01-03,15.308767414437037,49.39819704323989,8.827098485602953,16.06169555339138,5.986060485001456
2014-01-04,19.563633644393065,40.49512863264476,6.023615130494811,16.45614570099021,7.505059438148078
2014-01-05,24.17779342083569,32.78987721304084,5.045012539746527,16.831809216468457,10.217531647327787
2014-01-06,17.995106732375397,40.28468876827223,7.146901982034297,15.232252063599988,7.032550041979168
2014-01-07,24.113172778521573,33.41048247374583,3.4553611508969566,19.74442768626667,9.557530017252805
2014-01-08,25.263495397682355,38.80304987479202,3.8542676439134516,17.47588455055635,9.373652925171083
2014-01-09,15.515827816728276,48.186408041575646,4.811459871200118,18.31261142176991,6.493528011916072
2014-01-10,23.200654190149194,33.69708911051054,9.787092394351909,18.875664116805574,9.04934880237565
2014-01-11,29.09248412346284,47.89654700855297,7.185299851677596,19.609371175115584,10.915497965607958
2014-01-12,20.83015934534223,35.42698063547792,8.801162564063505,16.78376663346795,8.564016507134069
2014-01-13,19.21401764531071,40.85392166316497,3.9864695748233387,19.0109849037702,7.583892148518359
2014-01-14,15.082831756854036,46.30922856909668,7.94800140693332,18.645035840204937,7.039033551756131
2014-01-15,26.569055200289185,31.480893034681806,5.509260099809908,15.579345297625649,10.229098693560566
2014-01-16,19.963470372789736,31.27116700572047,5.176876252009635,16.625916610133736,8.756126272339788
2014-01-17,25.944092675070962,42.75114942710427,9.210489198034285,17.361074625809746,10.21975218865527
2014-01-18,26.411775729253463,41.22554395138992,8.396770259681926,17.468977981821954,9.873168266236563
2014-01-19,22.840992440729913,38.55082036717099,3.1779338872086664,15.539457134966522,8.393965063693681
2014-01-20,19.7153397161449,40.17141382329406,9.352965317482651,16.246461145744377,7.9411163093429735
2014-01-21,21.155743845534445,45.11102277086097,4.601587158441357,15.384899549143965,7.22406383934362
2014-01-22,28.945464785138597,46.16240759128834,7.433826295572964,19.35730295093859,10.739483753929907
2014-01-23,27.055081153486718,33.73140117772072,9.247912989429844,17.696711209578254,10.54306128107994
2014-01-24,18.419027438129124,38.54215577252513,8.72610336145745,19.303652916281717,8.168110288915685
2014-01-25,15.10428195796786,40.214946051551316,5.921877022041453,16.11053905235365,6.163475539224284
2014-01-26,29.143645558687787,36.464058640415104,6.631534352203563,18.51509479447589,10.884924495090306
2014-01-27,20.45444403568941,49.435641654419214,9.737131064594779,16.25891147912682,6.930660922621182
2014-01-28,19.272607415662016,30.737738947090655,7.266950337859278,17.51339511614431,8.461012396634251
2014-01-29,15.77218126874984,35.572929284732226,9.357861201766575,16.197809453334862,7.11100004237935
2014-01-30,29.78475681165901,34.84110543023001,7.70494883184115,18.80809807664359,11.141147251689269
2014-01-31,18.564563159885996,44.56432697223719,5.574481929034773,18.161529152967898,7.824335169751131
2014-02-01,16.354346550816125,46.70604991178476,5.245460454802151,15.93259255199927,7.377293838440657
2014-02-02,15.611627123321458,41.81785886376484,7.742950532895977,15.082939144639282,5.608146360492582
2014-02-03,24.677591856141746,33.48732858009983,7.836564166717261,16.933676731502686,9.93358437821281
2014-02-04,29.050949831051017,32.75041888291987,5.387464457351809,15.567367606202945,11.136742580829916
2014-02-05,27.258333003018237,41.10401623198925,6.707554048492046,16.209261454502258,9.419474626838687
2014-02-06,16.396541517088487,47.944315159066534,9.302926400143313,18.16550728636634,6.466665439021778
